Temperature - (Celsius), Year, Statistics, Longitude, Latitude
27.800001144409, 1944, Aug Average, 121, 31
24.60000038147, 1944, Sep Average, 121, 31
18.700000762939, 1944, Oct Average, 121, 31
14, 1944, Nov Average, 121, 31
3.1000001430511, 1944, Dec Average, 121, 31
2.7999999523163, 1945, Jan Average, 121, 31
3.4000000953674, 1945, Feb Average, 121, 31
8.4000005722046, 1945, Mar Average, 121, 31
15.10000038147, 1945, Apr Average, 121, 31
19.300001144409, 1945, May Average, 121, 31
23.800001144409, 1945, Jun Average, 121, 31
28.200000762939, 1945, Jul Average, 121, 31
28.39999961853, 1945, Aug Average, 121, 31
24.60000038147, 1945, Sep Average, 121, 31
17.89999961853, 1945, Oct Average, 121, 31
15.10000038147, 1945, Nov Average, 121, 31
7.0999999046326, 1945, Dec Average, 121, 31
6.3000001907349, 1946, Jan Average, 121, 31
7.3000001907349, 1946, Feb Average, 121, 31
9.6000003814697, 1946, Mar Average, 121, 31
16.39999961853, 1946, Apr Average, 121, 31
19.700000762939, 1946, May Average, 121, 31
24.800001144409, 1946, Jun Average, 121, 31
27.39999961853, 1946, Jul Average, 121, 31
28.60000038147, 1946, Aug Average, 121, 31
25.300001144409, 1946, Sep Average, 121, 31
18.200000762939, 1946, Oct Average, 121, 31
14.199999809265, 1946, Nov Average, 121, 31
6.0999999046326, 1946, Dec Average, 121, 31
5.5999999046326, 1947, Jan Average, 121, 31
3.6000001430511, 1947, Feb Average, 121, 31
9.4000005722046, 1947, Mar Average, 121, 31
15.300000190735, 1947, Apr Average, 121, 31
18.800001144409, 1947, May Average, 121, 31
22.800001144409, 1947, Jun Average, 121, 31
28.200000762939, 1947, Jul Average, 121, 31
28.700000762939, 1947, Aug Average, 121, 31
25.10000038147, 1947, Sep Average, 121, 31
17.200000762939, 1947, Oct Average, 121, 31
13.400000572205, 1947, Nov Average, 121, 31
6.4000000953674, 1947, Dec Average, 121, 31
4.3000001907349, 1948, Jan Average, 121, 31
6.2000002861023, 1948, Feb Average, 121, 31
9.3000001907349, 1948, Mar Average, 121, 31
16.10000038147, 1948, Apr Average, 121, 31
19.800001144409, 1948, May Average, 121, 31
24.60000038147, 1948, Jun Average, 121, 31
28, 1948, Jul Average, 121, 31
28.5, 1948, Aug Average, 121, 31
24.89999961853, 1948, Sep Average, 121, 31
18.800001144409, 1948, Oct Average, 121, 31
11.900000572205, 1948, Nov Average, 121, 31
10, 1948, Dec Average, 121, 31
4.3000001907349, 1949, Jan Average, 121, 31
6.7000002861023, 1949, Feb Average, 121, 31
9.1000003814697, 1949, Mar Average, 121, 31
14.400000572205, 1949, Apr Average, 121, 31
20.39999961853, 1949, May Average, 121, 31
23, 1949, Jun Average, 121, 31
27.39999961853, 1949, Jul Average, 121, 31
27.300001144409, 1949, Aug Average, 121, 31
24.800001144409, 1949, Sep Average, 121, 31
18.5, 1949, Oct Average, 121, 31
13.300000190735, 1949, Nov Average, 121, 31
8.1999998092651, 1949, Dec Average, 121, 31
7, 1950, Jan Average, 121, 31
5.0999999046326, 1950, Feb Average, 121, 31
9.9000005722046, 1950, Mar Average, 121, 31
14.800000190735, 1950, Apr Average, 121, 31
20, 1950, May Average, 121, 31
23.800001144409, 1950, Jun Average, 121, 31
28.60000038147, 1950, Jul Average, 121, 31
27.800001144409, 1950, Aug Average, 121, 31
23.800001144409, 1950, Sep Average, 121, 31
19.39999961853, 1950, Oct Average, 121, 31
12.400000572205, 1950, Nov Average, 121, 31
5.5999999046326, 1950, Dec Average, 121, 31
4.0999999046326, 1951, Jan Average, 121, 31
5.5999999046326, 1951, Feb Average, 121, 31
7.8000001907349, 1951, Mar Average, 121, 31
12.800000190735, 1951, Apr Average, 121, 31
20.39999961853, 1951, May Average, 121, 31
23.200000762939, 1951, Jun Average, 121, 31
27, 1951, Jul Average, 121, 31
28.800001144409, 1951, Aug Average, 121, 31
23.10000038147, 1951, Sep Average, 121, 31
19.700000762939, 1951, Oct Average, 121, 31
12.60000038147, 1951, Nov Average, 121, 31
8.9000005722046, 1951, Dec Average, 121, 31
5.5999999046326, 1952, Jan Average, 121, 31
3.9000000953674, 1952, Feb Average, 121, 31
7.5999999046326, 1952, Mar Average, 121, 31
15.400000572205, 1952, Apr Average, 121, 31
